id,name,diameter,weight,red,green,blue
3082,orange,8.84,158.14,161,86,2
3083,orange,8.84,158.16,162,72,9
3084,orange,8.84,158.17,156,110,2
3085,orange,8.84,158.17,147,87,2
3086,orange,8.84,158.17,158,78,2
3087,orange,8.84,158.2,168,101,2
3088,orange,8.85,158.2,147,92,2
3089,orange,8.85,158.2,147,84,2
3090,orange,8.85,158.21,150,67,12
3091,orange,8.85,158.23,155,63,2
3092,orange,8.85,158.28,163,95,17
3093,orange,8.85,158.29,140,78,4
3094,orange,8.85,158.3,153,87,2
3095,orange,8.85,158.3,160,87,5
3096,orange,8.85,158.3,145,60,10
3097,orange,8.85,158.31,149,103,2
3098,orange,8.85,158.32,149,77,3
3099,orange,8.85,158.35,153,79,10
3100,orange,8.85,158.36,156,86,2
3101,orange,8.85,158.39,152,80,2
3102,orange,8.86,158.41,158,87,12
3103,orange,8.86,158.42,164,92,2
3104,orange,8.86,158.42,147,63,2
3105,orange,8.86,158.43,164,83,2
3106,orange,8.86,158.44,146,87,2
3107,orange,8.86,158.47,156,77,6
3108,orange,8.86,158.47,170,76,20
3109,orange,8.86,158.47,160,79,10
3110,orange,8.86,158.49,162,83,2
3111,orange,8.86,158.5,181,93,13
3112,orange,8.86,158.5,158,72,21
3113,orange,8.86,158.51,148,90,10
3114,orange,8.86,158.52,142,94,9
3115,orange,8.87,158.56,161,89,2
3116,orange,8.87,158.57,160,82,2
3117,orange,8.87,158.6,164,79,2
3118,orange,8.87,158.61,159,90,2
3119,orange,8.87,158.64,149,75,2
3120,orange,8.87,158.65,166,74,8
3121,orange,8.87,158.65,156,75,2
3122,orange,8.87,158.67,168,77,12
3123,orange,8.87,158.68,166,85,9
3124,orange,8.87,158.7,161,57,2
3125,orange,8.87,158.7,164,78,2
3126,orange,8.87,158.7,151,77,2
3127,orange,8.88,158.71,148,78,2
3128,orange,8.88,158.72,148,84,8
3129,orange,8.88,158.73,164,70,27
3130,orange,8.88,158.74,176,68,2
3131,orange,8.88,158.74,144,77,2
3132,orange,8.88,158.74,174,77,11
3133,orange,8.88,158.75,153,86,10
3134,orange,8.88,158.77,154,76,2
3135,orange,8.88,158.77,141,86,2
3136,orange,8.88,158.77,163,78,26
3137,orange,8.88,158.79,146,93,2
3138,orange,8.88,158.8,152,79,2
3139,orange,8.88,158.8,153,66,2
3140,orange,8.88,158.8,169,71,14
3141,orange,8.88,158.81,153,67,2
3142,orange,8.88,158.81,148,97,2
3143,orange,8.88,158.82,158,88,10
3144,orange,8.88,158.82,145,96,2
3145,orange,8.88,158.82,176,80,9
3146,orange,8.88,158.82,151,83,13
3147,orange,8.88,158.88,158,86,25
3148,orange,8.88,158.9,144,84,2
3149,orange,8.89,158.91,138,105,5
3150,orange,8.89,158.91,142,76,2
3151,orange,8.89,158.92,156,95,2
3152,orange,8.89,158.93,162,84,2
3153,orange,8.89,158.93,153,72,12
3154,orange,8.89,158.95,153,70,2
3155,orange,8.89,158.95,169,71,2
3156,orange,8.89,158.95,156,90,2
3157,orange,8.89,158.95,158,78,2
3158,orange,8.89,158.96,174,84,9
3159,orange,8.89,158.96,152,70,17
3160,orange,8.89,158.97,149,85,2
3161,orange,8.89,158.98,138,64,2
3162,orange,8.89,158.99,162,88,3
3163,orange,8.89,159.01,164,75,23
3164,orange,8.89,159.04,156,84,2
3165,orange,8.9,159.06,145,95,2
3166,orange,8.9,159.06,158,79,3
3167,orange,8.9,159.07,158,99,5
3168,orange,8.9,159.07,168,74,6
3169,orange,8.9,159.08,155,69,2
3170,orange,8.9,159.08,153,92,15
3171,orange,8.9,159.08,167,84,2
3172,orange,8.9,159.09,168,75,13
3173,orange,8.9,159.1,144,62,2
3174,orange,8.9,159.1,171,78,17
3175,orange,8.9,159.14,167,89,7
3176,orange,8.9,159.15,144,77,6
3177,orange,8.9,159.18,154,83,17
3178,orange,8.9,159.21,163,76,12
3179,orange,8.9,159.25,160,90,2
3180,orange,8.9,159.25,152,80,10
3181,orange,8.91,159.28,165,74,2
3182,orange,8.91,159.29,174,83,5
3183,orange,8.91,159.3,164,99,2
3184,orange,8.91,159.31,147,99,12
3185,orange,8.91,159.31,164,67,2
3186,orange,8.91,159.33,131,86,2
3187,orange,8.91,159.36,161,84,2
3188,orange,8.91,159.37,159,82,2
3189,orange,8.91,159.39,160,90,2
3190,orange,8.91,159.39,169,77,2
3191,orange,8.91,159.41,155,86,7
3192,orange,8.91,159.43,159,78,2
3193,orange,8.91,159.45,153,83,2
3194,orange,8.91,159.46,162,97,17
3195,orange,8.91,159.46,185,74,20
3196,orange,8.91,159.46,164,74,4
3197,orange,8.91,159.47,143,93,2
3198,orange,8.91,159.48,160,88,2
3199,orange,8.92,159.48,171,79,2
3200,orange,8.92,159.5,169,88,2
3201,orange,8.92,159.52,166,91,4
3202,orange,8.92,159.52,154,88,2
3203,orange,8.92,159.53,155,101,2
3204,orange,8.92,159.53,144,72,2
3205,orange,8.92,159.54,161,87,8
3206,orange,8.92,159.56,162,74,2
3207,orange,8.92,159.57,156,84,2
3208,orange,8.92,159.58,163,92,18
3209,orange,8.92,159.59,162,75,4
3210,orange,8.92,159.59,159,77,2
3211,orange,8.92,159.62,163,103,11
3212,orange,8.92,159.63,164,73,9
3213,orange,8.93,159.64,141,76,2
3214,orange,8.93,159.65,164,77,2
3215,orange,8.93,159.66,145,81,9
3216,orange,8.93,159.66,147,68,2
3217,orange,8.93,159.68,127,98,2
3218,orange,8.93,159.69,164,94,7
3219,orange,8.93,159.69,164,90,17
3220,orange,8.93,159.7,166,79,16
3221,orange,8.93,159.71,146,82,16
3222,orange,8.93,159.75,174,87,2
3223,orange,8.93,159.76,164,79,6
3224,orange,8.93,159.79,163,81,3
3225,orange,8.93,159.79,163,71,11
3226,orange,8.93,159.85,139,82,2
3227,orange,8.93,159.85,152,88,13
3228,orange,8.93,159.85,159,112,2
3229,orange,8.94,159.85,160,70,6
3230,orange,8.94,159.86,159,81,8
3231,orange,8.94,159.86,151,67,4
3232,orange,8.94,159.87,176,68,11
3233,orange,8.94,159.88,157,68,10
3234,orange,8.94,159.89,162,95,2
3235,orange,8.94,159.89,165,89,2
3236,orange,8.94,159.91,172,87,2
3237,orange,8.94,159.91,163,84,7
3238,orange,8.94,159.92,159,78,2
3239,orange,8.94,159.92,150,74,16
3240,orange,8.94,159.94,158,75,8
3241,orange,8.94,159.94,176,86,22
3242,orange,8.94,159.95,156,89,2
3243,orange,8.94,159.96,160,83,2
3244,orange,8.94,160,151,93,5
3245,orange,8.94,160.01,157,86,2
3246,orange,8.94,160.01,152,89,2
3247,orange,8.94,160.01,174,81,2
3248,orange,8.94,160.02,155,79,4
3249,orange,8.94,160.02,166,76,24
3250,orange,8.94,160.02,161,73,10
3251,orange,8.94,160.02,155,96,8
3252,orange,8.94,160.03,152,88,2
3253,orange,8.94,160.03,146,90,22
3254,orange,8.95,160.05,156,78,10
3255,orange,8.95,160.06,149,88,2
3256,orange,8.95,160.09,148,81,9
3257,orange,8.95,160.09,141,68,8
3258,orange,8.95,160.1,145,96,6
3259,orange,8.95,160.11,141,63,6
3260,orange,8.95,160.14,159,91,2
3261,orange,8.95,160.15,152,78,2
3262,orange,8.95,160.15,141,67,12
3263,orange,8.95,160.19,161,96,6
3264,orange,8.95,160.19,159,82,2
3265,orange,8.96,160.2,147,66,13
3266,orange,8.96,160.22,155,99,9
3267,orange,8.96,160.23,154,95,2
3268,orange,8.96,160.23,160,88,2
3269,orange,8.96,160.23,146,87,6
3270,orange,8.96,160.23,149,98,2
3271,orange,8.96,160.25,151,75,3
3272,orange,8.96,160.25,165,88,2
3273,orange,8.96,160.25,167,83,2
3274,orange,8.96,160.25,159,95,12
3275,orange,8.96,160.25,166,71,6
3276,orange,8.96,160.26,150,102,14
3277,orange,8.96,160.27,149,79,10
3278,orange,8.97,160.29,143,76,2
3279,orange,8.97,160.29,154,80,3
3280,orange,8.97,160.29,156,87,3
3281,orange,8.97,160.31,152,87,2
3282,orange,8.97,160.32,168,82,7
3283,orange,8.97,160.32,151,70,2
3284,orange,8.97,160.32,156,70,3
3285,orange,8.97,160.33,167,74,2
3286,orange,8.97,160.33,158,96,5
3287,orange,8.97,160.34,142,93,2
3288,orange,8.97,160.35,161,77,10
3289,orange,8.97,160.35,152,86,2
3290,orange,8.98,160.38,178,59,10
3291,orange,8.98,160.38,131,100,5
3292,orange,8.98,160.39,163,86,2
3293,orange,8.98,160.39,165,78,10
3294,orange,8.98,160.39,155,102,3
3295,orange,8.98,160.39,148,65,2
3296,orange,8.98,160.41,164,61,2
3297,orange,8.98,160.42,144,88,14
3298,orange,8.98,160.44,158,62,6
3299,orange,8.99,160.47,171,72,19
3300,orange,8.99,160.48,147,79,4
3301,orange,8.99,160.49,155,78,8
3302,orange,8.99,160.49,165,75,2
3303,orange,8.99,160.5,143,81,12
3304,orange,8.99,160.51,162,72,2
3305,orange,8.99,160.53,161,79,11
3306,orange,8.99,160.55,154,58,2
3307,orange,8.99,160.58,159,96,13
3308,orange,8.99,160.59,161,75,9
3309,orange,8.99,160.59,149,79,3
3310,orange,9,160.6,154,96,17
3311,orange,9,160.62,132,62,20
3312,orange,9,160.62,148,87,7
3313,orange,9,160.63,162,80,2
3314,orange,9,160.64,151,91,3
3315,orange,9,160.65,154,64,2
3316,orange,9,160.66,146,79,2
3317,orange,9,160.68,158,76,2
3318,orange,9,160.68,145,90,2
3319,orange,9,160.7,150,87,16
3320,orange,9,160.7,159,74,8
3321,orange,9,160.71,156,89,13
3322,orange,9,160.71,154,75,2
3323,orange,9,160.72,151,92,3
3324,orange,9,160.73,164,78,2
3325,orange,9,160.74,149,72,2
3326,orange,9.01,160.75,165,95,2
3327,orange,9.01,160.75,174,75,2
3328,orange,9.01,160.76,170,78,2
3329,orange,9.01,160.79,149,70,10
3330,orange,9.01,160.79,141,78,10
3331,orange,9.01,160.79,140,55,8
3332,orange,9.01,160.79,170,80,4
3333,orange,9.01,160.82,147,79,2
3334,orange,9.01,160.84,145,87,2
3335,orange,9.01,160.84,181,88,22
3336,orange,9.01,160.85,156,68,2
3337,orange,9.01,160.85,155,78,10
3338,orange,9.02,160.86,139,79,2
3339,orange,9.02,160.86,164,80,19
3340,orange,9.02,160.86,147,85,2
3341,orange,9.02,160.9,163,71,7
3342,orange,9.02,160.91,179,101,14
3343,orange,9.02,160.92,153,80,2
3344,orange,9.02,160.92,147,94,6
3345,orange,9.02,160.94,147,72,2
3346,orange,9.02,160.95,141,86,2
3347,orange,9.02,160.96,152,68,2
3348,orange,9.02,160.98,162,79,8
3349,orange,9.02,160.99,165,94,10
3350,orange,9.02,161.01,168,83,4
3351,orange,9.02,161.01,159,76,5
3352,orange,9.02,161.02,153,92,2
3353,orange,9.02,161.03,155,77,13
3354,orange,9.03,161.04,165,83,2
3355,orange,9.03,161.05,152,88,2
3356,orange,9.03,161.06,160,78,26
3357,orange,9.03,161.09,167,81,7
3358,orange,9.03,161.12,141,74,2
3359,orange,9.03,161.12,162,84,18
3360,orange,9.03,161.13,148,97,2
3361,orange,9.03,161.15,155,72,3
3362,orange,9.03,161.16,159,81,11
3363,orange,9.03,161.19,137,82,5
3364,orange,9.03,161.19,160,78,2
3365,orange,9.03,161.2,151,91,2
3366,orange,9.03,161.22,161,79,2
3367,orange,9.03,161.22,150,59,8
3368,orange,9.03,161.23,143,85,2
3369,orange,9.03,161.23,156,93,2
3370,orange,9.03,161.24,153,75,14
3371,orange,9.03,161.25,149,98,14
3372,orange,9.03,161.26,159,102,16
3373,orange,9.04,161.27,166,88,20
3374,orange,9.04,161.29,160,70,16
3375,orange,9.04,161.3,168,83,2
3376,orange,9.04,161.31,158,89,2
3377,orange,9.04,161.31,169,79,6
3378,orange,9.04,161.32,173,75,13
3379,orange,9.04,161.32,162,91,12
3380,orange,9.04,161.32,142,94,2
3381,orange,9.04,161.33,164,72,2
3382,orange,9.04,161.35,156,64,2
3383,orange,9.04,161.36,158,80,5
3384,orange,9.04,161.36,166,102,2
3385,orange,9.04,161.38,138,73,17
3386,orange,9.05,161.4,157,100,13
3387,orange,9.05,161.42,165,82,2
3388,orange,9.05,161.42,145,71,9
3389,orange,9.05,161.45,145,78,2
3390,orange,9.05,161.45,158,93,15
3391,orange,9.05,161.47,165,84,28
3392,orange,9.05,161.49,159,76,8
3393,orange,9.05,161.49,156,83,2
3394,orange,9.05,161.5,169,90,15
3395,orange,9.05,161.5,156,71,2
3396,orange,9.05,161.5,150,87,2
3397,orange,9.05,161.51,152,86,7
3398,orange,9.05,161.51,176,65,10
3399,orange,9.05,161.52,147,105,12
3400,orange,9.05,161.52,155,91,9
3401,orange,9.05,161.53,146,79,8
3402,orange,9.05,161.54,160,94,27
3403,orange,9.05,161.54,138,87,18
3404,orange,9.05,161.55,153,89,2
3405,orange,9.05,161.56,152,75,12
3406,orange,9.05,161.58,147,73,6
3407,orange,9.06,161.58,157,79,9
3408,orange,9.06,161.61,160,77,11
3409,orange,9.06,161.62,159,69,4
3410,orange,9.06,161.62,151,88,4
3411,orange,9.06,161.62,171,79,2
3412,orange,9.06,161.62,157,90,2
3413,orange,9.06,161.65,164,75,7
3414,orange,9.06,161.66,157,63,2
3415,orange,9.06,161.66,162,73,28
3416,orange,9.06,161.67,154,90,14
3417,orange,9.06,161.68,147,88,6
3418,orange,9.06,161.68,155,96,13
3419,orange,9.06,161.68,163,88,7
3420,orange,9.06,161.69,159,84,2
3421,orange,9.06,161.71,168,95,2
3422,orange,9.06,161.71,150,83,2
3423,orange,9.06,161.73,180,74,20
3424,orange,9.06,161.73,135,84,13
3425,orange,9.06,161.74,149,87,10
3426,orange,9.06,161.77,157,75,2
3427,orange,9.07,161.8,153,91,6
3428,orange,9.07,161.81,156,77,8
3429,orange,9.07,161.81,141,66,2
3430,orange,9.07,161.83,162,66,11
3431,orange,9.07,161.84,152,97,10
3432,orange,9.07,161.84,161,74,13
3433,orange,9.07,161.84,147,81,2
3434,orange,9.07,161.84,149,92,2
3435,orange,9.07,161.86,154,87,2
3436,orange,9.07,161.86,160,70,2
3437,orange,9.08,161.86,147,75,2
3438,orange,9.08,161.86,156,89,8
3439,orange,9.08,161.88,154,71,12
3440,orange,9.08,161.91,153,90,2
3441,orange,9.08,161.91,156,75,2
3442,orange,9.08,161.93,154,92,5
3443,orange,9.08,161.94,142,72,15
3444,orange,9.08,161.96,166,67,2
3445,orange,9.08,161.96,163,96,5
3446,orange,9.08,161.98,160,73,13
3447,orange,9.08,161.98,154,84,2
3448,orange,9.08,161.98,161,79,2
3449,orange,9.08,161.99,163,89,12
3450,orange,9.08,162,153,84,2
3451,orange,9.08,162.01,165,79,12
3452,orange,9.09,162.03,158,80,2
3453,orange,9.09,162.05,153,83,5
3454,orange,9.09,162.06,163,72,8
3455,orange,9.09,162.07,133,84,2
3456,orange,9.09,162.08,160,76,2
3457,orange,9.09,162.1,153,92,2
3458,orange,9.09,162.11,155,80,20
3459,orange,9.09,162.12,166,92,2
3460,orange,9.09,162.13,161,85,21
3461,orange,9.09,162.13,156,67,5
3462,orange,9.09,162.17,160,92,11
3463,orange,9.09,162.18,159,102,23
3464,orange,9.09,162.18,149,71,2
3465,orange,9.09,162.18,158,77,2
3466,orange,9.09,162.18,168,73,2
3467,orange,9.09,162.2,146,85,4
3468,orange,9.1,162.2,170,90,7
3469,orange,9.1,162.21,163,81,13
3470,orange,9.1,162.21,152,76,2
3471,orange,9.1,162.22,165,83,12
3472,orange,9.1,162.23,147,88,8
3473,orange,9.1,162.27,144,87,26
3474,orange,9.1,162.28,141,89,2
3475,orange,9.1,162.29,175,79,6
3476,orange,9.1,162.31,144,78,17
3477,orange,9.1,162.33,141,94,5
3478,orange,9.1,162.33,188,78,4
3479,orange,9.1,162.33,155,101,20
3480,orange,9.1,162.36,162,102,9
3481,orange,9.1,162.36,162,69,2
3482,orange,9.1,162.37,154,86,3
3483,orange,9.1,162.38,152,86,2
3484,orange,9.1,162.38,149,81,21
3485,orange,9.1,162.39,170,96,10
3486,orange,9.1,162.4,149,60,7
3487,orange,9.1,162.4,151,87,8
3488,orange,9.11,162.41,170,103,4
3489,orange,9.11,162.41,153,83,2
3490,orange,9.11,162.42,158,73,2
3491,orange,9.11,162.43,151,79,5
3492,orange,9.11,162.44,157,70,5
3493,orange,9.11,162.47,157,87,2
3494,orange,9.11,162.48,170,95,2
3495,orange,9.11,162.49,133,76,2
3496,orange,9.11,162.5,167,81,4
3497,orange,9.11,162.5,147,78,2
3498,orange,9.11,162.5,175,94,3
3499,orange,9.11,162.52,173,71,2
3500,orange,9.11,162.52,163,92,2
3501,orange,9.11,162.52,162,72,2
3502,orange,9.11,162.54,151,93,2
3503,orange,9.12,162.54,163,97,8
3504,orange,9.12,162.54,167,72,13
3505,orange,9.12,162.57,132,83,2
3506,orange,9.12,162.57,146,78,12
3507,orange,9.12,162.58,151,80,22
3508,orange,9.12,162.59,137,88,12
3509,orange,9.12,162.6,148,95,16
3510,orange,9.12,162.63,139,89,14
3511,orange,9.12,162.63,170,91,11
3512,orange,9.12,162.63,152,78,2
3513,orange,9.12,162.63,152,94,4
3514,orange,9.12,162.64,173,92,6
3515,orange,9.12,162.64,167,74,3
3516,orange,9.12,162.65,146,86,2
3517,orange,9.12,162.66,153,102,2
3518,orange,9.12,162.66,153,88,12
3519,orange,9.12,162.66,147,78,2
3520,orange,9.12,162.67,152,89,17
3521,orange,9.12,162.68,160,85,2
3522,orange,9.13,162.69,162,90,13
3523,orange,9.13,162.72,170,86,6
3524,orange,9.13,162.73,148,83,16
3525,orange,9.13,162.74,164,73,23
3526,orange,9.13,162.75,142,66,4
3527,orange,9.13,162.77,161,61,6
3528,orange,9.13,162.78,176,79,14
3529,orange,9.13,162.79,160,89,2
3530,orange,9.13,162.88,176,92,13
3531,orange,9.13,162.88,146,73,2
3532,orange,9.13,162.89,161,82,4
3533,orange,9.13,162.91,171,88,6
3534,orange,9.14,162.92,161,96,18
3535,orange,9.14,162.92,150,73,2
3536,orange,9.14,162.93,162,78,24
3537,orange,9.14,162.94,141,71,22
3538,orange,9.14,162.96,162,101,17
3539,orange,9.14,162.96,173,71,20
3540,orange,9.14,162.97,158,72,2
3541,orange,9.14,162.98,161,78,10
3542,orange,9.14,162.98,158,87,2
3543,orange,9.14,162.99,167,93,2
3544,orange,9.14,162.99,150,85,2
3545,orange,9.14,162.99,160,96,11
3546,orange,9.15,163.02,159,81,6
3547,orange,9.15,163.1,166,74,11
3548,orange,9.15,163.11,149,92,10
3549,orange,9.15,163.11,147,74,10
3550,orange,9.15,163.13,160,77,15
3551,orange,9.15,163.13,155,65,34
3552,orange,9.15,163.13,176,76,2
3553,orange,9.15,163.16,162,87,2
3554,orange,9.16,163.17,156,74,11
3555,orange,9.16,163.17,156,84,13
3556,orange,9.16,163.17,147,76,6
3557,orange,9.16,163.18,152,93,5
3558,orange,9.16,163.18,154,80,2
3559,orange,9.16,163.19,155,86,15
3560,orange,9.16,163.19,165,66,3
3561,orange,9.16,163.21,156,89,2
3562,orange,9.16,163.24,164,89,4
3563,orange,9.16,163.24,151,72,5
3564,orange,9.16,163.25,148,88,8
3565,orange,9.16,163.25,151,96,13
3566,orange,9.16,163.25,172,81,2
3567,orange,9.16,163.27,169,87,19
3568,orange,9.16,163.29,162,80,15
3569,orange,9.17,163.33,176,89,10
3570,orange,9.17,163.33,158,81,2
3571,orange,9.17,163.36,162,89,2
3572,orange,9.17,163.36,151,86,7
3573,orange,9.17,163.4,149,92,22
3574,orange,9.17,163.4,159,57,2
3575,orange,9.17,163.42,170,67,7
3576,orange,9.17,163.44,169,80,5
3577,orange,9.17,163.45,141,82,10
3578,orange,9.17,163.47,149,72,18
3579,orange,9.17,163.48,165,96,11
3580,orange,9.17,163.49,152,82,9
3581,orange,9.17,163.49,150,79,16
3582,orange,9.18,163.54,176,68,2
3583,orange,9.18,163.54,162,98,2
3584,orange,9.18,163.55,153,84,2
3585,orange,9.18,163.56,153,81,2
3586,orange,9.18,163.56,163,93,8
3587,orange,9.18,163.56,186,79,2
3588,orange,9.18,163.56,160,72,14
3589,orange,9.18,163.57,157,81,2
3590,orange,9.18,163.57,168,78,2
3591,orange,9.18,163.57,170,74,2
3592,orange,9.18,163.59,159,97,2
3593,orange,9.18,163.59,163,80,5
3594,orange,9.18,163.65,166,90,30
3595,orange,9.19,163.67,153,83,2
3596,orange,9.19,163.67,148,77,8
3597,orange,9.19,163.67,156,91,2
3598,orange,9.19,163.68,160,95,2
3599,orange,9.19,163.68,145,89,12
3600,orange,9.19,163.68,156,81,2
3601,orange,9.19,163.69,150,84,7
3602,orange,9.19,163.69,161,74,12
3603,orange,9.19,163.7,135,96,15
3604,orange,9.19,163.71,145,91,2
3605,orange,9.19,163.73,145,72,2
3606,orange,9.19,163.76,159,71,6
3607,orange,9.2,163.76,174,74,10
3608,orange,9.2,163.77,153,83,18
3609,orange,9.2,163.77,165,77,2
3610,orange,9.2,163.78,151,82,9
3611,orange,9.2,163.78,160,87,2
3612,orange,9.2,163.78,159,82,2
3613,orange,9.2,163.79,141,89,2
3614,orange,9.2,163.8,173,96,11
3615,orange,9.2,163.8,158,60,5
3616,orange,9.21,163.81,160,83,2
3617,orange,9.21,163.82,148,82,2
3618,orange,9.21,163.83,168,72,21
3619,orange,9.21,163.83,144,89,4
3620,orange,9.21,163.85,163,72,7
3621,orange,9.21,163.85,162,89,3
3622,orange,9.21,163.87,167,84,10
3623,orange,9.21,163.89,154,71,13
3624,orange,9.21,163.9,143,86,2
3625,orange,9.21,163.9,172,90,2
3626,orange,9.21,163.91,171,74,20
3627,orange,9.21,163.91,156,70,10
3628,orange,9.21,163.92,164,66,19
3629,orange,9.21,163.92,168,74,8
3630,orange,9.22,163.94,173,82,2
3631,orange,9.22,163.95,149,54,3
3632,orange,9.22,163.96,165,80,14
3633,orange,9.22,163.96,150,78,2
3634,orange,9.22,163.97,153,86,2
3635,orange,9.22,164,158,97,6
3636,orange,9.22,164.01,139,83,5
3637,orange,9.22,164.01,171,73,15
3638,orange,9.22,164.05,153,85,2
3639,orange,9.22,164.06,153,83,21
3640,orange,9.22,164.06,166,72,8
3641,orange,9.22,164.07,151,78,2
3642,orange,9.22,164.1,156,85,6
3643,orange,9.23,164.12,150,68,2
3644,orange,9.23,164.13,152,75,2
3645,orange,9.23,164.18,165,89,4
3646,orange,9.23,164.18,173,71,6
3647,orange,9.23,164.18,163,85,2
3648,orange,9.23,164.19,168,79,12
3649,orange,9.23,164.2,165,94,18
3650,orange,9.23,164.2,149,70,5
3651,orange,9.23,164.2,171,77,2
3652,orange,9.23,164.2,144,68,12
3653,orange,9.23,164.2,142,90,2
3654,orange,9.23,164.22,160,69,6
3655,orange,9.23,164.23,169,76,2
3656,orange,9.23,164.25,148,85,2
3657,orange,9.23,164.26,166,80,25
3658,orange,9.23,164.28,159,72,2
3659,orange,9.23,164.29,173,89,2
3660,orange,9.24,164.32,147,80,2
3661,orange,9.24,164.32,170,83,2
3662,orange,9.24,164.36,171,80,2
3663,orange,9.24,164.36,163,92,14
3664,orange,9.24,164.36,166,81,10
3665,orange,9.24,164.4,165,81,2
3666,orange,9.24,164.4,150,77,6
3667,orange,9.24,164.41,171,98,19
3668,orange,9.24,164.42,177,86,9
3669,orange,9.24,164.43,145,78,2
3670,orange,9.24,164.43,146,80,15
3671,orange,9.25,164.44,169,86,2
3672,orange,9.25,164.44,136,82,7
3673,orange,9.25,164.44,155,60,22
3674,orange,9.25,164.45,168,76,4
3675,orange,9.25,164.45,140,63,2
3676,orange,9.25,164.45,163,78,7
3677,orange,9.25,164.46,158,92,12
3678,orange,9.25,164.47,145,82,2
3679,orange,9.25,164.48,156,82,2
3680,orange,9.25,164.53,168,82,2
3681,orange,9.25,164.53,137,90,2
3682,orange,9.25,164.54,175,77,4
3683,orange,9.25,164.56,154,90,6
3684,orange,9.25,164.59,164,61,2
3685,orange,9.25,164.6,158,87,18
3686,orange,9.25,164.61,157,97,2
3687,orange,9.25,164.62,153,96,13
3688,orange,9.25,164.62,159,94,10
3689,orange,9.25,164.64,156,75,2
3690,orange,9.25,164.64,155,76,7
3691,orange,9.25,164.66,163,95,25
3692,orange,9.26,164.67,159,82,2
3693,orange,9.26,164.67,140,66,11
3694,orange,9.26,164.7,156,75,10
3695,orange,9.26,164.71,158,86,2
3696,orange,9.26,164.72,154,82,13
3697,orange,9.26,164.76,158,84,2
3698,orange,9.26,164.77,159,84,2
3699,orange,9.26,164.78,155,74,6
3700,orange,9.26,164.8,163,65,3
3701,orange,9.27,164.82,157,84,2
3702,orange,9.27,164.83,172,78,2
3703,orange,9.27,164.83,156,84,2
3704,orange,9.27,164.84,150,87,2
3705,orange,9.27,164.85,151,83,2
3706,orange,9.27,164.87,166,82,2
3707,orange,9.27,164.88,152,57,17
3708,orange,9.27,164.92,145,104,2
3709,orange,9.27,164.93,155,79,4
3710,orange,9.27,164.94,150,86,3
3711,orange,9.27,164.94,149,112,6
3712,orange,9.27,164.95,168,94,2
3713,orange,9.27,164.96,154,96,2
3714,orange,9.27,164.99,145,86,20
3715,orange,9.27,165.01,154,83,2
3716,orange,9.27,165.02,177,84,2
3717,orange,9.27,165.02,154,81,2
3718,orange,9.28,165.02,140,91,2
3719,orange,9.28,165.04,158,85,5
3720,orange,9.28,165.07,152,90,15
3721,orange,9.28,165.08,176,79,12
3722,orange,9.28,165.11,140,77,6
3723,orange,9.28,165.11,163,84,2
3724,orange,9.28,165.11,154,89,4
3725,orange,9.28,165.11,146,64,6
3726,orange,9.28,165.15,169,77,2
3727,orange,9.28,165.15,157,78,11
3728,orange,9.28,165.16,154,88,20
3729,orange,9.29,165.16,160,53,2
3730,orange,9.29,165.17,161,73,19
3731,orange,9.29,165.17,153,79,24
3732,orange,9.29,165.21,152,88,2
3733,orange,9.29,165.21,162,86,2
3734,orange,9.29,165.22,161,71,6
3735,orange,9.29,165.22,142,99,2
3736,orange,9.29,165.24,151,84,2
3737,orange,9.29,165.24,161,88,2
3738,orange,9.29,165.24,159,77,9
3739,orange,9.29,165.25,149,92,11
3740,orange,9.29,165.26,161,75,5
3741,orange,9.29,165.27,151,81,2
3742,orange,9.3,165.3,154,79,2
3743,orange,9.3,165.32,152,61,3
3744,orange,9.3,165.38,182,86,2
3745,orange,9.3,165.39,156,84,12
3746,orange,9.3,165.4,150,75,12
3747,orange,9.3,165.4,143,68,2
3748,orange,9.3,165.41,154,75,9
3749,orange,9.3,165.42,150,78,15
3750,orange,9.3,165.43,171,85,3
3751,orange,9.3,165.43,165,82,19
3752,orange,9.3,165.46,170,91,16
3753,orange,9.3,165.46,153,68,2
3754,orange,9.3,165.46,157,93,22
3755,orange,9.3,165.47,167,65,17
3756,orange,9.3,165.48,151,72,16
3757,orange,9.3,165.54,165,90,12
3758,orange,9.3,165.54,151,77,2
3759,orange,9.31,165.54,162,90,2
3760,orange,9.31,165.54,157,81,2
3761,orange,9.31,165.55,161,83,12
3762,orange,9.31,165.56,139,81,2
3763,orange,9.31,165.58,165,62,2
3764,orange,9.31,165.58,167,73,2
3765,orange,9.31,165.59,149,92,2
3766,orange,9.31,165.59,151,96,24
3767,orange,9.31,165.6,161,71,13
3768,orange,9.31,165.6,149,86,4
3769,orange,9.31,165.61,134,69,10
3770,orange,9.31,165.62,161,101,2
3771,orange,9.31,165.63,146,75,8
3772,orange,9.31,165.67,156,91,2
3773,orange,9.32,165.69,170,74,13
3774,orange,9.32,165.7,160,87,2
3775,orange,9.32,165.7,146,99,2
3776,orange,9.32,165.71,172,66,6
3777,orange,9.32,165.71,153,66,2
3778,orange,9.32,165.72,167,75,5
3779,orange,9.32,165.73,163,103,2
3780,orange,9.32,165.74,145,104,2
3781,orange,9.33,165.74,160,81,11
3782,orange,9.33,165.76,159,82,2
